,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,original_language,prod1,country,budget,runtime,rating,lead_actor,lead_actress,director1
4336,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fi,Villealfa Filmproduction Oy,FI,0,69.0,3.6736641221374047,Matti Pellonpää,,Aki Kaurismäki
4337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,US,0,113.0,1.9473684210526316,Dudley Moore,Liza Minnelli,Bud Yorkin
4338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,No Frills Film Production,US,4000000,86.0,2.447674418604651,Bruce Abbott,Jennifer Rubin,Andrew Fleming
4339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,TriStar Pictures,US,0,105.0,3.2738095238095237,Gene Hackman,,Peter Markle
4340,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Touchstone Pictures,US,0,123.0,3.1709827357237717,John Heard,Barbara Hershey,Garry Marshall
4341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,en,Brightstar Films,US,0,111.0,3.5,George Dzundza,,Kevin Reynolds
4342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Silver Screen Partners III,US,0,97.0,3.0093833780160857,Fred Ward,Lily Tomlin,Jim Abrahams
4343,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,0,86.0,2.44250281848929,Paul Reubens,Penelope Ann Miller,Randal Kleiser
4344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Universal Pictures,US,20000000,106.0,3.343231441048035,Matthew Broderick,Penelope Ann Miller,Mike Nichols
4345,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Warner Bros.,US,0,161.0,3.6129032258064515,Forest Whitaker,Diane Venora,Clint Eastwood
4346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,en,TriStar Pictures,US,19000000,95.0,2.753401360544218,Kevin Dillon,Shawnee Smith,Chuck Russell
4347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Hemdale Film Corporation,,8000000,95.0,3.1363636363636362,James Woods,Sean Young,Harold Becker
4348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,United Artists,JP,0,107.0,2.731638418079096,Michael J. Fox,Phoebe Cates,James Bridges
4349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,The Guber-Peters Company,US,0,98.0,2.1197718631178706,Jackie Mason,Dyan Cannon,Allan Arkush
4350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,Canal+,FR,3512454,95.0,3.45,,Juliette Binoche,Bruno Dumont
4351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,Canal+,FR,3512454,95.0,3.45,,Juliette Binoche,Bruno Dumont
4352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Universal Pictures,US,0,88.0,2.3835616438356166,Stephen Shellen,Lea Thompson,Geneviève Robert
4353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Warner Bros.,US,0,124.0,3.3376623376623376,Michael Keaton,Kathy Baker,Glenn Gordon Caron
4354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Touchstone Pictures,US,20000000,104.0,2.809965237543453,Tom Cruise,Elisabeth Shue,Roger Donaldson
4355,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,6000000,120.0,3.336823734729494,Sean Penn,María Conchita Alonso,Dennis Hopper
4356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Paramount Pictures,US,39000000,116.0,3.505684894423389,Eddie Murphy,Shari Headley,John Landis
4357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,0,97.0,2.665562913907285,Dan Aykroyd,Mary Gross,Michael Ritchie
4358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,en,,US,0,117.0,3.0,Gary Oldman,Tess Harper,Martin Campbell
4359,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,en,New Line Cinema,US,2000000,82.0,2.7429854096520763,M. Emmet Walsh,Dee Wallace,Stephen Herek
4360,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,en,New Line Cinema,US,4500000,86.0,2.266089108910891,Scott Grimes,Liane Curtis,Mick Garris
4361,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,en,New Line Cinema,US,0,86.0,1.98,Don Keith Opper,Nina Axelrod,Kristine Peterson
4362,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,US,0,97.0,3.6404109589041096,Peter Riegert,Amy Irving,Joan Micklin Silver
4363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Bigelow Productions,US,0,96.0,3.2185970636215333,Dennis Quaid,Meg Ryan,Annabel Jankel
4364,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,en,New World Pictures,US,5000000,86.0,2.527918781725888,Treat Williams,Lindsay Frost,Mark Goldblatt
4365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Malpaso Productions,US,20000000,91.0,3.151750972762646,Clint Eastwood,Patricia Clarkson,Buddy Van Horn
4366,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,0,110.0,3.6822826086956524,Steve Martin,Glenne Headly,Frank Oz
4367,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Film Four International,GB,0,118.0,3.7473262032085564,Bernard Hill,Joan Plowright,Peter Greenaway
4368,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,en,New World Pictures,US,0,96.0,2.729032258064516,Jeff Conaway,Cassandra Peterson,James Signorelli
4369,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Touchstone Pictures,US,6000000,95.0,2.088957055214724,Jim Varney,Noelle Parker,John R. Cherry III
4370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,US,0,127.0,2.935185185185185,Dennis Quaid,Jessica Lange,Taylor Hackford
4371,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Warner Bros.,US,0,90.0,2.5093896713615025,Larry Cedar,Rebecca De Mornay,Daniel Goldberg
4372,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,en,TriStar Pictures,US,0,98.0,2.813888888888889,Randall Batinkoff,Miriam Flynn,John G. Avildsen
4373,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,The Mount Company,FR,20000000,120.0,3.3937713310580206,Harrison Ford,Emmanuelle Seigner,Roman Polanski
4374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Columbia Pictures,US,0,105.0,1.9259259259259258,Andrew McCarthy,Molly Hagan,David Anspaugh
4375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,22000000,129.0,3.5,Bryan Brown,Sigourney Weaver,Michael Apted
4376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,24000000,91.0,3.2851929092805006,John Candy,Annette Bening,Howard Deutch
4377,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Silver Screen Partners III,US,0,97.0,2.65,David Keith,Tuesday Weld,Chris Columbus
4378,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,en,Palace Pictures,GB,0,99.0,2.626315789473684,Steve Guttenberg,Daryl Hannah,Neil Jordan
4379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Warner Bros.,US,9000000,88.0,2.1580645161290324,Bobcat Goldthwait,Virginia Madsen,Michael Dinner
4380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,,0,101.0,3.0774647887323945,Jeff Daniels,Kelly McGillis,Peter Yates
4381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Allied Entertainments Group PLC,GB,0,94.0,1.8493150684931507,Michael T. Weiss,Romy Windsor,John Hough
4382,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,,US,0,100.0,3.7835497835497836,John Lennon,Yoko Ono,Andrew Solt
4383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,0,91.0,2.2866894197952217,Anthony Michael Hall,Uma Thurman,Bud Smith
4384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,New Sky Communications Inc.,US,0,112.0,3.394171779141104,Lukas Haas,Katherine Helmond,Frank LaLoggia
4385,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,White Lair,GB,2500000,93.0,2.8984238178633976,Hugh Grant,Amanda Donohoe,Ken Russell
4386,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Lucasfilm,IE,12300000,69.0,3.315129449838188,Gabriel Damon,Candace Hutson,Don Bluth
4387,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,8000000,90.0,2.6830601092896176,Corey Haim,Carol Kane,Greg Beeman
4388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Columbia Pictures Corporation,US,0,98.0,3.0954773869346734,Sidney Poitier,Caroline Kava,Richard Benjamin
4389,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,91.0,3.25,Rob Lowe,Meg Tilly,Bob Swaim
4390,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,0,117.0,3.6367924528301887,Rubén Blades,Sônia Braga,Robert Redford
4391,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Universal Pictures,US,20000000,103.0,2.932584269662921,Richard Dreyfuss,Sônia Braga,Paul Mazursky
4392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Warner Bros.,US,0,89.0,2.8152173913043477,Richard Pryor,Beverly Todd,Alan Metter
4393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Weintraub Entertainment Group,US,20000000,108.0,2.4938388625592416,Dan Aykroyd,Kim Basinger,Richard Benjamin
4394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,,US,0,90.0,2.3224852071005917,River Phoenix,Ann Magnuson,William Richert
4395,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Twentieth Century Fox Film Corporation,US,12000000,102.0,2.967741935483871,Willem Dafoe,Amanda Pays,Christopher Crowe
4396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,de,Pro-ject Filmproduktion,DE,0,95.0,3.6673582295988933,Jack Palance,CCH Pounder,Percy Adlon
4397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,,8000000,91.0,3.106060606060606,Alan Boyce,Pamela Gidley,Marisa Silver
4398,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,TriStar Pictures,US,29000000,104.0,2.8227848101265822,Arnold Schwarzenegger,Gina Gershon,Walter Hill
4399,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Greenfox,US,6200000,89.0,2.777389277389277,James Karen,Suzanne Snyder,Ken Wiederhorn
4400,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Hemdale Film Corporation,US,4000000,91.0,3.393658159319412,Clu Gulager,Linnea Quigley,
4401,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,en,Walt Disney Pictures,AU,0,110.0,3.254295532646048,Tom Burlinson,,Geoff Burrowes
4402,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,en,Twentieth Century Fox Film Corporation,AU,3500000,104.0,3.724892703862661,Tom Burlinson,,George T. Miller
4403,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia Pictures Corporation,US,0,99.0,3.3771929824561404,Burt Lancaster,Suzy Amis,Daniel Petrie
4404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Warner Bros.,US,0,116.0,3.713903743315508,Judd Hirsch,Christine Lahti,Sidney Lumet
4405,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Vestron Pictures,GB,0,89.0,3.3679245283018866,Stratford Johns,Glenda Jackson,Ken Russell
4406,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,en,Golan-Globus Productions,US,0,98.0,2.077777777777778,Robi Draco Rosa,Angela Alvarado,Boaz Davidson
4407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,0,92.0,2.43359375,Liam Neeson,Julia Roberts,Joan Freeman
4408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,en,Universal Pictures,US,7000000,98.0,3.2256380510440836,Bill Pullman,Cathy Tyson,Wes Craven
4409,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,US,0,112.0,2.63265306122449,Peter Weller,Blanche Baker,James Glickenhaus
4410,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Silver Screen Partners III,US,0,109.0,3.2588996763754046,Sidney Poitier,Kirstie Alley,Roger Spottiswoode
4411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,en,David Foster Productions,US,0,110.0,2.5548850574712643,Fisher Stevens,Cynthia Gibb,Kenneth Johnson
4412,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,en,PSO International,US,0,98.0,3.183762886597938,Steve Guttenberg,Ally Sheedy,John Badham
4413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,nl,MGS Film,NL,0,107.0,3.927987421383648,Bernard-Pierre Donnadieu,,George Sluizer
4414,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Atlantic Entertainment Group,GB,0,93.0,3.233695652173913,Tommy Lee Jones,Melanie Griffith,Mike Figgis
4415,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Cecchi Gori Group Tiger Cinematografica,IT,16000000,102.0,2.69672131147541,Bruce Willis,Mariel Hemingway,Blake Edwards
4416,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,TriStar Pictures,US,0,101.0,2.925,Jeff Daniels,Susan Sarandon,Robert Greenwald
4417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,TriStar Pictures,US,0,105.0,2.672222222222222,Burt Reynolds,Kathleen Turner,Ted Kotcheff
4418,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,New World Pictures,,0,78.0,1.8571428571428572,John Heard,Whoopi Goldberg,Rip Torn
4419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ja,,JP,0,67.0,3.4703389830508473,Tomorowo Taguchi,,Shinya Tsukamoto
4420,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,en,Universal Pictures,US,4000000,94.0,3.619338768115942,Roddy Piper,Meg Foster,John Carpenter
4421,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,en,Columbia Pictures Corporation,FR,0,117.0,3.05,Christopher Lambert,Cherie Lunghi,Agnieszka Holland
4422,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,New Line Cinema,,0,120.0,3.8207126948775056,Harvey Fierstein,Anne Bancroft,Paul Bogart
4423,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,en,HandMade Films,GB,5000000,86.0,2.8962264150943398,Christopher Lloyd,Theresa Russell,Nicolas Roeg
4424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Lucasfilm,US,0,110.0,3.449792960662526,Jeff Bridges,Joan Allen,Francis Ford Coppola
4425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,15000000,107.0,2.835119887165021,Arnold Schwarzenegger,Kelly Preston,Ivan Reitman
4426,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Columbia Pictures Corporation,US,0,98.0,2.538666666666667,Judge Reinhold,Corinne Bohrer,Brian Gilbert
4427,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,en,Universal Pictures,US,0,91.0,2.442176870748299,Corey Haim,Lala Sloatman,Jon Hess
4428,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,en,Vestron Pictures,US,0,95.0,2.8786610878661087,Zach Galligan,Michelle Johnson,Anthony Hickox
4429,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Orion Pictures,GB,0,107.0,3.5162721893491122,Michael Caine,Lysette Anthony,Thom Eberhardt
4430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Warner Bros.,AU,0,91.0,2.605641592920354,Yahoo Serious,,Yahoo Serious
4431,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,en,Universal Pictures,US,31000000,122.0,3.277825711820535,Richard Dreyfuss,Holly Hunter,Steven Spielberg
4432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Cannon Group,US,1000000,95.0,2.37099358974359,Michael Dudikoff,Judie Aronson,Sam Firstenberg
4433,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Cannon Group,US,0,90.0,2.0306122448979593,Michael Dudikoff,,Sam Firstenberg
4434,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,Cannon Group,US,0,89.0,1.975,David Bradley,,Cedric Sundstrom
4435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,The Movie Group,US,0,101.0,2.4455128205128207,Eric Roberts,Meg Foster,Robert Radler
4436,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Columbia Pictures,US,5000000,100.0,3.2955271565495208,Kevin Bacon,Emily Longstreth,Christopher Guest
4437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Orion Pictures,US,10000000,90.0,3.365765306122449,Keanu Reeves,Amy Stock-Poynton,Stephen Herek
4438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Paramount Pictures,US,30000000,125.0,3.12734375,Michael Douglas,Kate Capshaw,Ridley Scott
4439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Touchstone Pictures,US,0,117.0,3.1044776119402986,Paul Newman,Lolita Davidovich,Ron Shelton
4440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,TriStar Pictures,US,0,86.0,3.016497461928934,Rutger Hauer,Lisa Blount,Phillip Noyce
4441,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Act III Communications,US,0,94.0,3.2039473684210527,Burt Reynolds,Sheila Kelley,Bill Forsyth
4442,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,en,Management Company Entertainment Group (MCEG),US,0,85.0,1.9090909090909092,Brian Robbins,June Lockhart,David Irving
4443,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,en,Columbia Pictures Corporation,TH,22500000,113.0,3.371498172959805,Michael J. Fox,,Brian De Palma
4444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,en,TriStar Pictures,US,0,108.0,3.2232905982905984,Robert Downey Jr.,Cybill Shepherd,Emile Ardolino
4445,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Lorimar Film Entertainment,US,0,94.0,2.6971830985915495,Peter Falk,Dianne Wiest,Susan Seidelman
4446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Cannon Group,US,500000,86.0,2.293637846655791,Jean-Claude Van Damme,Deborah Richter,Albert Pyun
4447,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,19000000,117.0,3.228,Jack Lemmon,Olympia Dukakis,Gary David Goldberg
4448,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Lorimar Film Entertainment,US,0,105.0,2.4878048780487805,William Forsythe,Penelope Ann Miller,John Frankenheimer
4449,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Touchstone Pictures,US,0,98.0,3.005,Hoyt Axton,Dena Dietrich,Jim Kouf
4450,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,en,Lightning Pictures,US,0,114.0,2.7184115523465704,Corey Feldman,Meredith Salenger,Marc Rocco
4451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,0,113.0,3.2264344262295084,Michael Keaton,,Howard Zieff
4452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,97.0,3.459349593495935,Donald Sutherland,Janet Suzman,Euzhan Palcy
4453,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,en,De Laurentiis Entertainment Group (DEG),GB,10000000,100.0,2.7284455632473255,Jeff Goldblum,Geena Davis,Julien Temple
4454,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,en,,CA,0,104.0,2.347972972972973,Michael Paré,Marina Orsini,Jean-Claude Lord
4455,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Aurora Productions,US,0,95.0,3.1855855855855855,Tom Berenger,Ellen Barkin,Martin Davidson
4456,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Morgan Creek Productions,CA,0,119.0,3.5526315789473686,Ron Silver,Anjelica Huston,Paul Mazursky
4457,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Svensk Filmindustri (SF),SE,0,107.0,3.262668918918919,Tim Robbins,Eartha Kitt,Terry Jones
4458,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,0,94.0,2.2364864864864864,John Travolta,Kelly Preston,Dave Thomas
4459,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,TriStar Pictures,US,0,110.0,2.8220338983050848,Sean Connery,Rosanna DeSoto,Sidney Lumet
4460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,en,Orion Pictures,US,16000000,117.0,2.838235294117647,Nigel Havers,Marilyn Tokuda,John Milius
4461,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,en,Paramount Pictures,US,0,127.0,3.4021406727828745,Paul Newman,Bonnie Bedelia,Roland Joffé
4462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,,US,0,119.0,2.883720930232558,Rupert Frazer,Meg Tilly,Gordon Hessler
4463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Twentieth Century Fox Film Corporation,US,0,109.0,2.793577981651376,Christian Slater,Micole Mercurio,Graeme Clifford
4464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,US,0,99.0,2.0328467153284673,Adam Sandler,Valerie Breiman,Valerie Breiman
4465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Orion Pictures,US,0,108.0,3.0197472353870456,Dennis Quaid,Winona Ryder,Jim McBride
4466,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Sandollar Productions,US,0,109.0,3.0392156862745097,Matthew Modine,Christine Lahti,Thom Eberhardt
4467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Artisan Entertainment,US,0,102.0,3.455223880597015,Patrick Dempsey,Helen Slater,Mel Damski
4468,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Paramount Pictures,US,30000000,116.0,2.748031496062992,Eddie Murphy,Della Reese,Eddie Murphy
4469,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,en,Warner Bros.,US,0,94.0,2.567873303167421,Tom Selleck,Paulina Porizkova,Bruce Beresford
4470,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Kings Road Entertainment,US,0,102.0,2.473684210526316,Jim Belushi,Whoopi Goldberg,Andrei Konchalovsky
4471,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Virgin Films,GB,0,94.0,3.5802603036876355,Richard E. Grant,Rachel Ward,Bruce Robinson
4472,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia Pictures,US,0,95.0,2.9923076923076923,James Woods,Glenn Close,Jonathan Kaplan
4473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,en,Warner Bros.,,18,120.0,3.2126436781609193,Bruce Willis,Emily Lloyd,Norman Jewison
4474,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Touchstone Pictures,US,0,113.0,3.0850340136054424,F. Murray Abraham,Laila Robins,Peter Yates
4475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Kings Road Entertainment,US,0,102.0,3.262589928057554,Robert De Niro,Kathy Baker,David Hugh Jones
4476,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,en,Metro-Goldwyn-Mayer (MGM),US,0,97.0,2.812267657992565,Kevin Kline,Susan Sarandon,
4477,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Guber/Peters Company,US,20000000,94.0,2.712418300653595,Mickey Rourke,Ellen Barkin,Walter Hill
4478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fr,Centre National de la Cinématographie,CA,0,119.0,3.785234899328859,Lothaire Bluteau,Catherine Wilkening,Denys Arcand
4479,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Universal Pictures,US,17000000,101.0,2.6076581576026636,Jim Belushi,Mel Harris,Rod Daniel
